species,mass_kg,gait_type,target_speed_m/s,stiffness_Nm/rad,stiffness_normalised,return_status,unified_return_status,solver_success,iter_count,cost_total,cost_acceleration,cost_COT,stride_period_s,stride_length_m,achieved_avg_speed_m/s,n_phases,n_stance_phases,total_stance_time_s,flight_time_s,spine_peak_deg,spine_min_deg,spine_ROM_deg,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,notes
cheetah,45.5,rotary,8,18.6319,0.409492,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,7,47.3415,11.8141,35.5274,0.348679,2.78943,8,8,6,0.17986,0.168819,9.33637,-42.8753,52.2116,0.132345,0.142299,0.180433,0.178649,NaN
cheetah,45.5,rotary,8,21.4526,0.471486,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,17,46.9787,11.7685,35.2101,0.350119,2.80095,8,8,6,0.180399,0.16972,8.96272,-43.9361,52.8988,0.132203,0.141867,0.180539,0.178279,NaN
cheetah,45.5,rotary,8,24.7005,0.542868,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,6,47.275,11.7761,35.4989,0.348971,2.79176,8,8,6,0.179971,0.168999,9.35886,-43.685,53.0439,0.132612,0.142415,0.180702,0.178565,NaN
cheetah,45.5,rotary,8,28.44,0.625055,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,46.9263,11.7658,35.1605,0.350092,2.80074,8,8,6,0.180468,0.169624,9.86678,-44.023,53.8898,0.13265,0.141831,0.180233,0.179979,NaN
cheetah,45.5,rotary,8,32.7457,0.719686,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,33,46.6634,11.7451,34.9183,0.350061,2.80048,8,8,6,0.180627,0.169433,9.47139,-44.9989,54.4703,0.132098,0.142194,0.180684,0.178911,NaN
cheetah,45.5,rotary,8,37.7032,0.828642,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,30,46.449,11.7971,34.6518,0.348107,2.78486,8,8,6,0.179883,0.168224,10.8731,-45,55.8731,0.131226,0.142174,0.181578,0.17831,NaN
cheetah,45.5,rotary,8,43.4113,0.954095,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,8,46.5379,11.7705,34.7675,0.348288,2.7863,8,8,6,0.17934,0.168947,11.5683,-44.6978,56.2661,0.130865,0.142036,0.180313,0.179063,NaN
cheetah,45.5,rotary,8,49.9836,1.09854,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,46.0889,11.8061,34.2828,0.347608,2.78087,8,8,6,0.178943,0.168666,11.5311,-45,56.5311,0.13072,0.14131,0.181519,0.178812,NaN
cheetah,45.5,rotary,8,57.5509,1.26485,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,45.9366,11.7698,34.1668,0.347854,2.78283,8,8,6,0.178826,0.169027,12.5397,-45,57.5397,0.131052,0.141237,0.181166,0.179719,NaN
cheetah,45.5,rotary,8,66.2639,1.45635,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,45.952,11.5971,34.3549,0.349677,2.79742,8,8,6,0.177153,0.172524,16.3861,-44.9999,61.386,0.134567,0.140364,0.180743,0.180102,NaN
cheetah,45.5,rotary,8,76.2959,1.67683,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,45.9239,11.448,34.4759,0.354067,2.83253,8,8,6,0.179536,0.174531,15.361,-45,60.3609,0.131209,0.14241,0.178804,0.177298,NaN
cheetah,45.5,rotary,8,87.8467,1.9307,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,33,45.3902,11.5771,33.813,0.351502,2.81201,8,8,6,0.179242,0.172259,15.1504,-45,60.1503,0.131461,0.141882,0.179407,0.178519,NaN
cheetah,45.5,rotary,8,101.146,2.223,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,44.9653,11.6373,33.328,0.35007,2.80056,8,8,6,0.178779,0.171291,15.422,-44.9994,60.4213,0.131383,0.141523,0.179966,0.179198,NaN
cheetah,45.5,rotary,8,116.459,2.55955,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,44.423,11.7264,32.6965,0.34859,2.78872,8,8,6,0.178627,0.169963,15.5776,-44.9999,60.5776,0.131504,0.140378,0.180677,0.179419,NaN
cheetah,45.5,rotary,8,134.091,2.94705,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,43,44.1538,11.6578,32.496,0.350225,2.8018,8,8,6,0.179635,0.170591,16.9067,-45,61.9067,0.132111,0.141205,0.180742,0.179022,NaN
cheetah,45.5,rotary,8,154.392,3.39322,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,28,43.6527,11.711,31.9417,0.349037,2.7923,8,8,6,0.178833,0.170204,16.8449,-44.9996,61.8445,0.132225,0.140849,0.180897,0.179322,NaN
cheetah,45.5,rotary,8,177.766,3.90694,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,27,42.9428,11.9488,30.994,0.343537,2.74829,8,8,6,0.174522,0.169015,19.4989,-45,64.4989,0.130441,0.13809,0.180994,0.181607,NaN
cheetah,45.5,rotary,8,204.679,4.49843,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,42.1655,12.2041,29.9614,0.338201,2.70561,8,8,6,0.170916,0.167285,21.2675,-45,66.2675,0.130627,0.138865,0.182944,0.181803,NaN
cheetah,45.5,rotary,8,235.666,5.17947,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,41.5519,12.2332,29.3187,0.336868,2.69494,8,8,6,0.169507,0.167361,21.5114,-45,66.5114,0.131412,0.137981,0.183276,0.182097,NaN
cheetah,45.5,rotary,8,271.345,5.96362,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,21,41.0638,12.2264,28.8374,0.335805,2.68644,8,8,6,0.169056,0.166748,21.6796,-45,66.6796,0.132046,0.137624,0.183065,0.182899,NaN
cheetah,45.5,rotary,8,312.425,6.86649,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,21,40.5054,12.4846,28.0208,0.33229,2.65832,8,8,6,0.16753,0.16476,21.8618,-45,66.8617,0.132031,0.136818,0.18512,0.183544,NaN
cheetah,45.5,rotary,8,359.725,7.90604,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,40,40.1914,12.3989,27.7925,0.33164,2.65312,8,8,6,0.167757,0.163882,22.0135,-44.9995,67.0129,0.132886,0.138696,0.184791,0.184887,NaN
cheetah,45.5,rotary,8,414.186,9.10298,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,39.9779,12.6892,27.2887,0.327178,2.61743,8,8,6,0.165357,0.161822,21.4394,-44.6796,66.119,0.134501,0.135938,0.185856,0.185082,NaN
cheetah,45.5,rotary,8,476.892,10.4811,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,39.9693,12.9502,27.0191,0.322157,2.57725,8,8,6,0.163266,0.158891,20.2078,-40.1458,60.3536,0.136308,0.136332,0.186379,0.184273,NaN
cheetah,45.5,rotary,8,549.091,12.0679,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,30,40.0537,13.2249,26.8288,0.316921,2.53537,8,8,6,0.161141,0.15578,18.8256,-35.0513,53.8769,0.137858,0.137885,0.186198,0.184377,NaN
cheetah,45.5,rotary,8,632.22,13.895,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,47,40.1917,13.4745,26.7172,0.313065,2.50452,8,8,6,0.159566,0.153499,17.2626,-30.2599,47.5225,0.139197,0.139197,0.185888,0.184605,NaN
cheetah,45.5,rotary,8,727.936,15.9986,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,17,40.3934,13.6861,26.7073,0.309855,2.47884,8,8,6,0.158412,0.151442,15.7978,-26.3114,42.1092,0.140512,0.140487,0.185438,0.18529,NaN
cheetah,45.5,rotary,8,838.142,18.4207,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,40.754,13.8823,26.8718,0.307438,2.4595,8,8,6,0.157598,0.14984,14.5096,-23.7775,38.2871,0.141748,0.141766,0.185334,0.184968,NaN
cheetah,45.5,rotary,8,965.033,21.2095,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,26,40.845,14.1168,26.7282,0.30569,2.44552,8,8,6,0.156959,0.14873,12.6616,-19.3916,32.0532,0.142355,0.142355,0.185421,0.185683,NaN
cheetah,45.5,rotary,8,1111.13,24.4205,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,41.0876,14.3095,26.7781,0.304503,2.43602,8,8,6,0.155938,0.148565,11.2219,-16.3163,27.5382,0.142128,0.142128,0.184826,0.185154,NaN
cheetah,45.5,rotary,8,1279.35,28.1177,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,41.337,14.4771,26.8598,0.303874,2.43099,8,8,6,0.155425,0.148449,9.94831,-13.7306,23.6789,0.141454,0.141454,0.184791,0.185234,NaN
cheetah,45.5,rotary,8,1473.04,32.3746,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,24,41.5685,14.6282,26.9402,0.303717,2.42974,8,8,6,0.155102,0.148615,8.78435,-11.5751,20.3595,0.140815,0.140815,0.18471,0.185156,NaN
cheetah,45.5,rotary,8,1696.06,37.2759,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,41.7806,14.7574,27.0232,0.303755,2.43004,8,8,6,0.15496,0.148794,7.74433,-9.76571,17.51,0.140441,0.140441,0.184675,0.185031,NaN
cheetah,45.5,rotary,8,1952.83,42.9193,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,41.973,14.8608,27.1122,0.303644,2.42915,8,8,6,0.154871,0.148772,6.78773,-8.29271,15.0804,0.140464,0.140464,0.184426,0.185153,NaN
cheetah,45.5,rotary,8,2248.48,49.4171,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,11,42.1528,14.967,27.1858,0.303468,2.42774,8,8,6,0.154818,0.14865,5.9691,-7.08779,13.0569,0.140203,0.140108,0.184438,0.185427,NaN
cheetah,45.5,rotary,8,2588.89,56.8987,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,42.3086,15.0447,27.2639,0.303567,2.42854,8,8,6,0.154926,0.148641,5.158,-6.05243,11.2104,0.140599,0.140591,0.184312,0.185372,NaN
cheetah,45.5,rotary,8,2980.83,65.5129,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,11,42.4504,15.1405,27.3099,0.303384,2.42707,8,8,6,0.15498,0.148404,4.45529,-5.17496,9.63025,0.140837,0.140822,0.184424,0.185568,NaN
cheetah,45.5,rotary,8,3432.12,75.4312,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,42.5786,15.2268,27.3518,0.303263,2.4261,8,8,6,0.155046,0.148217,3.80351,-4.41209,8.2156,0.14129,0.14129,0.184354,0.185615,NaN
cheetah,45.5,rotary,8,3951.73,86.8511,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,13,42.6953,15.3021,27.3932,0.303168,2.42535,8,8,6,0.15512,0.148048,3.25062,-3.77781,7.02843,0.141287,0.141263,0.184496,0.185868,NaN
cheetah,45.5,rotary,8,4550,100,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,42.7971,15.3783,27.4188,0.303035,2.42428,8,8,6,0.155178,0.147857,2.76871,-3.23776,6.00648,0.141567,0.141567,0.184528,0.185984,NaN
cheetah,45.5,rotary,10,4.55,0.1,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,76,54.1786,15.5793,38.5992,0.347706,3.47706,10,8,6,0.146516,0.20119,15.0047,-45,60.0047,0.11504,0.11504,0.150076,0.156263,NaN
cheetah,45.5,rotary,10,5.2388,0.115138,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,13,54.1907,15.5411,38.6497,0.347853,3.47853,10,8,6,0.146545,0.201308,15.2101,-44.9991,60.2092,0.115139,0.115217,0.150018,0.155953,NaN
cheetah,45.5,rotary,10,6.032,0.132571,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,12,54.167,15.5615,38.6055,0.347753,3.47753,10,8,6,0.146475,0.201278,15.0784,-44.9999,60.0783,0.115042,0.115064,0.150107,0.156021,NaN
cheetah,45.5,rotary,10,6.9452,0.152642,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,54.1441,15.5691,38.5751,0.347426,3.47426,10,8,6,0.14649,0.200936,15.4028,-45,60.4028,0.115132,0.115132,0.150189,0.156323,NaN
cheetah,45.5,rotary,10,7.9967,0.175752,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,54.1384,15.5554,38.583,0.347513,3.47513,10,8,6,0.146525,0.200988,15.3798,-44.9999,60.3797,0.115158,0.115296,0.15014,0.156167,NaN
cheetah,45.5,rotary,10,9.2073,0.202358,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,54.1039,15.5648,38.5391,0.347299,3.47299,10,8,6,0.146458,0.200841,15.697,-44.9999,60.6969,0.115179,0.115183,0.150232,0.156287,NaN
cheetah,45.5,rotary,10,10.6013,0.232996,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,54.0751,15.5564,38.5186,0.347105,3.47105,10,8,6,0.14644,0.200665,15.953,-45,60.953,0.115241,0.115242,0.150281,0.156365,NaN
cheetah,45.5,rotary,10,12.2063,0.26827,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,23,54.0413,15.5578,38.4836,0.34701,3.4701,10,8,6,0.146409,0.200601,16.2193,-44.9999,61.2191,0.115276,0.115278,0.150271,0.156363,NaN
cheetah,45.5,rotary,10,14.0542,0.308884,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,53.9995,15.5517,38.4479,0.346696,3.46696,10,8,6,0.14614,0.200556,16.4702,-45,61.4702,0.115376,0.115376,0.150304,0.155841,NaN
cheetah,45.5,rotary,10,16.182,0.355648,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,23,53.9386,15.485,38.4536,0.344759,3.44759,10,8,6,0.143971,0.200787,16.1601,-44.998,61.1581,0.116072,0.116098,0.150999,0.150478,NaN
cheetah,45.5,rotary,10,18.6319,0.409492,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,10,53.9794,15.3778,38.6017,0.344918,3.44918,10,8,6,0.144139,0.200779,16.5303,-44.9999,61.5302,0.116548,0.116932,0.151047,0.149627,NaN
cheetah,45.5,rotary,10,21.4526,0.471486,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,53.7583,15.3866,38.3716,0.344162,3.44162,10,8,6,0.143098,0.201064,16.9145,-44.9995,61.914,0.116253,0.116258,0.150971,0.148552,NaN
cheetah,45.5,rotary,10,24.7005,0.542868,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,53.6623,15.3998,38.2625,0.343845,3.43845,10,8,6,0.142893,0.200951,17.3888,-45,62.3888,0.116332,0.116332,0.150765,0.148478,NaN
cheetah,45.5,rotary,10,28.44,0.625055,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,20,53.5565,15.4046,38.1519,0.343307,3.43307,10,8,6,0.142701,0.200606,18.2042,-45,63.2042,0.116514,0.116514,0.150587,0.148564,NaN
cheetah,45.5,rotary,10,32.7457,0.719686,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,53.4406,15.4171,38.0236,0.343184,3.43184,10,8,6,0.142648,0.200536,18.7086,-44.9999,63.7085,0.116559,0.11656,0.150535,0.148565,NaN
cheetah,45.5,rotary,10,37.7032,0.828642,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,15,53.3503,15.3937,37.9566,0.343103,3.43103,10,8,6,0.142893,0.200209,19.0963,-45,64.0962,0.116816,0.117019,0.15051,0.148836,NaN
cheetah,45.5,rotary,10,43.4113,0.954095,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,14,53.1835,15.4056,37.7779,0.342842,3.42842,10,8,6,0.142631,0.200211,19.3478,-44.9996,64.3474,0.116784,0.116788,0.150607,0.148606,NaN
cheetah,45.5,rotary,10,49.9836,1.09854,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,15,53.0371,15.3988,37.6383,0.342849,3.42849,10,8,6,0.1428,0.200048,20.8645,-44.9997,65.8642,0.11704,0.117136,0.150559,0.148772,NaN
cheetah,45.5,rotary,10,57.5509,1.26485,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,52.7491,15.4941,37.255,0.342096,3.42096,10,8,6,0.142251,0.199845,21.6159,-45,66.6158,0.116926,0.116926,0.150243,0.148652,NaN
cheetah,45.5,rotary,10,66.2639,1.45635,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,26,52.5087,15.5155,36.9932,0.341748,3.41748,10,8,6,0.142176,0.199572,22.3893,-44.9994,67.3887,0.11708,0.117085,0.150196,0.148741,NaN
cheetah,45.5,rotary,10,76.2959,1.67683,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,28,52.2259,15.539,36.6868,0.341379,3.41379,10,8,6,0.142051,0.199329,22.9146,-45,67.9145,0.117174,0.117174,0.150176,0.148758,NaN
cheetah,45.5,rotary,10,87.8467,1.9307,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,51.9032,15.5869,36.3163,0.340066,3.40066,10,8,6,0.141884,0.198182,24.2932,-45,69.2932,0.117624,0.117624,0.150557,0.149044,NaN
cheetah,45.5,rotary,10,101.146,2.223,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,34,51.5399,15.6316,35.9082,0.339183,3.39183,10,8,6,0.141776,0.197407,25.1289,-45,70.1289,0.11793,0.11793,0.15079,0.149272,NaN
cheetah,45.5,rotary,10,116.459,2.55955,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,51.1346,15.6895,35.4451,0.338011,3.38011,10,8,6,0.141684,0.196327,25.9656,-44.9999,70.9655,0.11835,0.118351,0.151133,0.149684,NaN
cheetah,45.5,rotary,10,134.091,2.94705,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,34,50.6806,15.7324,34.9481,0.336971,3.36971,10,8,6,0.141578,0.195393,26.8152,-45,71.8152,0.118705,0.118705,0.151494,0.14995,NaN
cheetah,45.5,rotary,10,154.392,3.39322,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,50.184,15.8013,34.3827,0.335356,3.35356,10,8,6,0.141432,0.193924,27.5123,-45,72.5123,0.119276,0.119276,0.152058,0.150404,NaN
cheetah,45.5,rotary,10,177.766,3.90694,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,49.6497,15.8722,33.7775,0.333797,3.33797,10,8,6,0.141316,0.192481,28.0193,-45,73.0193,0.119834,0.119834,0.152576,0.150949,NaN
cheetah,45.5,rotary,10,204.679,4.49843,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,49.082,15.8661,33.2159,0.331742,3.31742,10,8,6,0.141175,0.190567,28.023,-44.9999,73.0228,0.120577,0.120578,0.153345,0.151634,NaN
cheetah,45.5,rotary,10,235.666,5.17947,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,11,48.5584,15.8371,32.7213,0.330864,3.30864,10,8,6,0.141245,0.189619,27.9668,-44.9999,72.9667,0.121252,0.121349,0.153618,0.152131,NaN
cheetah,45.5,rotary,10,271.345,5.96362,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,47.9423,15.8439,32.0984,0.329256,3.29256,10,8,6,0.140709,0.188547,27.4333,-44.9999,72.4332,0.121636,0.121615,0.153941,0.15182,NaN
cheetah,45.5,rotary,10,312.425,6.86649,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,30,47.2126,15.8833,31.3293,0.32734,3.2734,10,8,6,0.141031,0.186308,27.7066,-45,72.7066,0.122197,0.122197,0.155147,0.153497,NaN
cheetah,45.5,rotary,10,359.725,7.90604,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,12,46.7687,15.8897,30.879,0.324731,3.24731,10,8,6,0.140056,0.184675,27.1817,-45,72.1817,0.123407,0.123451,0.155621,0.153069,NaN
cheetah,45.5,rotary,10,414.186,9.10298,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,7,47.068,16.0038,31.0642,0.321804,3.21804,10,8,6,0.13998,0.181824,26.2394,-43.4561,69.6955,0.126048,0.12618,0.156069,0.152533,NaN
cheetah,45.5,rotary,10,476.892,10.4811,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,54,45.846,15.6464,30.1996,0.314033,3.14033,10,8,6,0.130932,0.183101,25.6783,-45,70.6783,0.127375,0.127375,0.155343,0.154366,NaN
cheetah,45.5,rotary,10,549.091,12.0679,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,31,45.9186,15.8749,30.0437,0.310313,3.10313,10,8,6,0.130766,0.179546,24.1705,-44.7571,68.9276,0.128905,0.128905,0.156972,0.155655,NaN
cheetah,45.5,rotary,10,632.22,13.895,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,35,46.6075,16.4733,30.1342,0.311134,3.11134,10,8,6,0.135065,0.176069,21.4938,-36.6595,58.1533,0.128562,0.128562,0.158143,0.152022,NaN
cheetah,45.5,rotary,10,727.936,15.9986,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,17,46.9131,16.764,30.1492,0.307455,3.07455,10,8,6,0.133891,0.173563,19.9846,-33.5392,53.5239,0.130101,0.130101,0.158389,0.152041,NaN
cheetah,45.5,rotary,10,838.142,18.4207,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,28,47.3118,17.1268,30.1851,0.303264,3.03264,10,8,6,0.132849,0.170415,18.1897,-30.053,48.2427,0.131899,0.131899,0.158979,0.15182,NaN
cheetah,45.5,rotary,10,965.033,21.2095,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,51,47.3765,17.6278,29.7487,0.294939,2.94939,10,8,6,0.128017,0.166923,15.5597,-24.7312,40.2909,0.135642,0.13564,0.158731,0.148099,NaN
cheetah,45.5,rotary,10,1111.13,24.4205,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,27,47.6236,17.8054,29.8182,0.292515,2.92515,10,8,6,0.125689,0.166826,13.9466,-20.7054,34.652,0.136746,0.136746,0.155821,0.151703,NaN
cheetah,45.5,rotary,10,1279.35,28.1177,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,33,47.98,18.0633,29.9167,0.291544,2.91544,10,8,6,0.125188,0.166356,12.2928,-17.5284,29.8212,0.137201,0.137201,0.154994,0.150968,NaN
cheetah,45.5,rotary,10,1473.04,32.3746,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,48.32,18.2963,30.0237,0.290982,2.90982,10,8,6,0.124898,0.166084,10.7679,-14.6413,25.4092,0.137466,0.137466,0.154298,0.150594,NaN
cheetah,45.5,rotary,10,1696.06,37.2759,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,48.6372,18.5506,30.0867,0.290704,2.90704,10,8,6,0.124875,0.165829,9.36994,-12.462,21.8319,0.137597,0.137597,0.154366,0.150274,NaN
cheetah,45.5,rotary,10,1952.83,42.9193,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,27,48.9308,18.7528,30.178,0.290869,2.90869,10,8,6,0.124881,0.165988,8.10418,-10.6177,18.7219,0.137519,0.137519,0.154298,0.149921,NaN
cheetah,45.5,rotary,10,2248.48,49.4171,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,21,49.1951,18.9125,30.2826,0.290836,2.90836,10,8,6,0.124854,0.165982,7.00717,-9.13013,16.1373,0.137535,0.137535,0.154223,0.149734,NaN
cheetah,45.5,rotary,10,2588.89,56.8987,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,49.4255,19.0429,30.3826,0.291175,2.91175,10,8,6,0.124859,0.166317,6.02653,-7.8975,13.924,0.137374,0.137374,0.154061,0.149432,NaN
cheetah,45.5,rotary,10,2980.83,65.5129,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,21,49.6275,19.1606,30.4669,0.291813,2.91813,10,8,6,0.124894,0.166919,5.24779,-6.87328,12.1211,0.137074,0.137074,0.153845,0.149074,NaN
cheetah,45.5,rotary,10,3432.12,75.4312,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,23,49.807,19.2668,30.5402,0.292504,2.92504,10,8,6,0.124907,0.167597,4.56487,-6.00063,10.5655,0.136751,0.136751,0.153523,0.14873,NaN
cheetah,45.5,rotary,10,3951.73,86.8511,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,24,49.9703,19.3673,30.603,0.293034,2.93034,10,8,6,0.124887,0.168147,4.04851,-5.26097,9.30948,0.136504,0.136504,0.153174,0.14849,NaN
cheetah,45.5,rotary,10,4550,100,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,50.123,19.4757,30.6473,0.293048,2.93048,10,8,6,0.124786,0.168262,3.59395,-4.61586,8.20981,0.136496,0.136496,0.152829,0.148489,NaN
